Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
24,Q073,I.S. 73 - QUEENS,SCA CIP,LOW VOLT ELECTRICAL SYSTEMS,"CM, F&E",In-Progress,11/28/2012,02/20/2014,,212750,164391,164391.00,DSF: 0000721890
24,Q073,I.S. 73 - QUEENS,SCA CIP,LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"CM, F&E",PNS,PNS,PNS,PNS,13842,13842,0.00,DSF: 0000912380
24,Q073,I.S. 73 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,"CM, F&E",PNS,PNS,PNS,PNS,749491,749491,12722.00,"DSF: 0000885445, 0000890603"
24,Q073,I.S. 73 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,"CM, F&E",PNS,PNS,PNS,PNS,115592,115592,0.00,DSF: 0000912095
24,Q073,I.S. 73 - QUEENS,SCA CIP,LOW VOLT ELECTRICAL SYSTEMS,Construction,In-Progress,11/28/2012,02/20/2014,,1059125,901856,846190.00,DSF: 0000721890
24,Q073,I.S. 73 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,Construction,PNS,PNS,PNS,PNS,12045391,12045391,6518.00,"DSF: 0000885445, 0000890603"
24,Q073,I.S. 73 - QUEENS,SCA CIP,LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Construction,PNS,PNS,PNS,PNS,59724,59724,0.00,DSF: 0000912380
24,Q073,I.S. 73 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Construction,PNS,PNS,PNS,PNS,623660,623660,0.00,DSF: 0000912095
24,Q073,I.S. 73 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Design,In-Progress,03/08/2019,08/07/2019,,48387,48387,3291.00,DSF: 0000912095
24,Q073,I.S. 73 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,Design,In-Progress,12/07/2018,05/10/2019,,642421,642421,243974.00,"DSF: 0000885445, 0000890603"
24,Q073,I.S. 73 - QUEENS,SCA CIP,LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Design,In-Progress,03/13/2019,08/12/2019,,5639,5639,900.00,DSF: 0000912380
24,Q073,I.S. 73 - QUEENS,SCA CIP,LOW VOLT ELECTRICAL SYSTEMS,Design,Complete,12/15/2011,06/19/2012,04/24/2012,83250,88331,88331.00,DSF: 0000721890
24,Q073,I.S. 73 - QUEENS,SCA CIP,LOW VOLT ELECTRICAL SYSTEMS,Scope,Complete,10/11/2011,01/12/2012,12/06/2011,27750,18478,18478.00,DSF: 0000721890
24,Q073,I.S. 73 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,Scope,Complete,10/03/2018,03/11/2019,12/05/2018,160605,60994,60994.00,"DSF: 0000885445, 0000890603"
24,Q073,I.S. 73 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Scope,Complete,02/27/2019,06/27/2019,03/08/2019,10753,823,823.00,DSF: 0000912095
24,Q073,I.S. 73 - QUEENS,SCA CIP,LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Scope,Complete,03/12/2019,07/11/2019,03/13/2019,1538,225,225.00,DSF: 0000912380
24,Q073,I.S. 73 - QUEENS,SCA CIP RESOA,FY19 RESO A SUPPLEMENTAL COOLING,"CM, F&E",PNS,PNS,PNS,PNS,7800,7800,0.00,DSF: 0000890867
24,Q073,I.S. 73 - QUEENS,SCA CIP RESOA,FY19 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,114400,114400,0.00,DSF: 0000890867
24,Q073,I.S. 73 - QUEENS,SCA CIP RESOA,FY19 RESO A SUPPLEMENTAL COOLING,Design,In-Progress,02/15/2019,07/17/2019,,7800,45915,4085.00,DSF: 0000890867
24,Q073,I.S. 73 - QUEENS,SCA CIP RESOA,FY19 RESO A SUPPLEMENTAL COOLING,Scope,Complete,10/11/2018,12/11/2018,01/24/2019,0,14964,1021.00,DSF: 0000890867
26,Q074,I.S. 74 - QUEENS,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,150000,150000,0.00,DSF: 0000890278
26,Q074,I.S. 74 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,"CM, F&E",PNS,PNS,PNS,PNS,28944,28944,0.00,DSF: 0000866918
26,Q074,I.S. 74 - QUEENS,SCA CIP,LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"CM, F&E",PNS,PNS,PNS,PNS,6075,6075,0.00,DSF: 0000912435
26,Q074,I.S. 74 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Construction,PNS,PNS,PNS,PNS,124888,124888,0.00,DSF: 0000866918
26,Q074,I.S. 74 - QUEENS,SCA CIP,LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Construction,PNS,PNS,PNS,PNS,26213,26213,0.00,DSF: 0000912435
26,Q074,I.S. 74 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Design,In-Progress,03/14/2019,08/13/2019,,11792,11792,5990.00,DSF: 0000866918
26,Q074,I.S. 74 - QUEENS,SCA CIP,LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Design,In-Progress,03/28/2019,08/27/2019,,2475,2475,0.00,DSF: 0000912435
26,Q074,I.S. 74 - QUEENS,SCA CIP,LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Scope,Complete,03/27/2019,07/26/2019,03/28/2019,675,0,0.00,DSF: 0000912435
26,Q074,I.S. 74 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Scope,Complete,02/25/2019,06/25/2019,03/14/2019,3216,1498,1498.00,DSF: 0000866918
26,Q074,I.S. 74 - QUEENS,SCA IEH,IEH PO18-SOUTH HALL CRAWL SPACE,Construction,Complete,10/04/2018,IEH,10/25/2018,IEH,500,500.00,DSF: 0000054108
24,Q075,Q075 SPED - QUEENS,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,49621,49621,0.00,DSF: 0000823232
24,Q075,Q075 SPED - QUEENS,SCA CIP,FLOOD ELIM/ROOFS/PARAPETS/EXT MASONRY/WINDOWS,"CM, F&E",PNS,PNS,PNS,PNS,568329,568329,9005.00,"DSF: 0000878706, 0000878707, 0000878708, 0000878709, 0000912291"
24,Q075,Q075 SPED - QUEENS,SCA CIP,FLOOD ELIM/ROOFS/PARAPETS/EXT MASONRY/WINDOWS,Construction,PNS,PNS,PNS,PNS,9020451,9020451,838.00,"DSF: 0000878706, 0000878707, 0000878708, 0000878709, 0000912291"
24,Q075,Q075 SPED - QUEENS,SCA CIP,FLOOD ELIM/ROOFS/PARAPETS/EXT MASONRY/WINDOWS,Design,In-Progress,01/31/2019,07/02/2019,,482801,482801,5557.00,"DSF: 0000878706, 0000878707, 0000878708, 0000878709, 0000912291"
24,Q075,Q075 SPED - QUEENS,SCA CIP,FLOOD ELIM/ROOFS/PARAPETS/EXT MASONRY/WINDOWS,Scope,Complete,10/15/2018,03/05/2019,01/31/2019,120789,89707,9223.00,"DSF: 0000878706, 0000878707, 0000878708, 0000878709, 0000912291"
30,Q076,P.S. 76 - QUEENS,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,50000,50000,0.00,DSF: 0000822861
30,Q076,P.S. 76 - QUEENS,DIIT - RESOA,FY15 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,34650,34650,0.00,DSF: 0000822184
30,Q076,P.S. 76 - QUEENS,DIIT - RESOA,FY13 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,34979,34979,0.00,DSF: 0000777276
30,Q076,P.S. 76 - QUEENS,DIIT - RESOA,FY18 RESO A TECHNOLOGY,Purch & Install,Complete,06/25/2018,DIIR,10/15/2018,34734,34734,34734.00,DSF: 0000867952
30,Q076,P.S. 76 - QUEENS,DOE- RESOA,FY14 RESO A TECHNOLOGY,Construction,PNS,PNS,PNS,PNS,65000,0,0.00,DSF: 0000798789
30,Q076,P.S. 76 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,09/08/2017,DOES,,DOES,186686,186686.00,DSF: 0000866025
30,Q076,P.S. 76 - QUEENS,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES,"CM, F&E",PNS,PNS,PNS,PNS,135000,135000,128.00,DSF: 0000890588
30,Q076,P.S. 76 - QUEENS,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES,Construction,PNS,PNS,PNS,PNS,582500,582500,1700.00,DSF: 0000890588
30,Q076,P.S. 76 - QUEENS,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES,Design,PNS,PNS,PNS,PNS,55000,55000,8125.00,DSF: 0000890588
30,Q076,P.S. 76 - QUEENS,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES,Scope,In-Progress,10/29/2018,04/29/2019,,15000,15000,2031.00,DSF: 0000890588
25,Q079,P.S. 79 - QUEENS,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,35000,35000,0.00,DSF: 0000822541
25,Q079,P.S. 79 - QUEENS,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,34734,34734,0.00,DSF: 0000823327
25,Q079,P.S. 79 - QUEENS,DIIT - RESOA,FY18 RESO A TECHNOLOGY,Purch & Install,Complete,10/24/2018,DIIR,12/19/2018,64508,64508,64508.00,DSF: 0000867591
25,Q079,P.S. 79 - QUEENS,DOE- RESOA,FY17 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,07/27/2017,DOER,,200000,207138,207138.00,DSF: 0000844953
25,Q079,P.S. 79 - QUEENS,SCA CIP,C OF O/EXT MASONRY/TCU REMOVAL/PLAYGROUND/LOW VOLT,"CM, F&E",In-Progress,03/04/2019,08/19/2021,,1728195,84510,79563.00,"DSF: 0000823601, 0000856162, 0000856168, 0000866283, 0000868319, 0000888905, 0000888906"
25,Q079,P.S. 79 - QUEENS,SCA CIP,C OF O/EXT MASONRY/TCU REMOVAL/PLAYGROUND/LOW VOLT,Construction,In-Progress,03/04/2019,08/19/2021,,26618568,23714309,64311.00,"DSF: 0000823601, 0000856162, 0000856168, 0000866283, 0000868319, 0000888905, 0000888906"
25,Q079,P.S. 79 - QUEENS,SCA CIP,C OF O/EXT MASONRY/TCU REMOVAL/PLAYGROUND/LOW VOLT,Design,Complete,04/18/2018,09/18/2018,05/22/2018,1437088,860990,849100.00,"DSF: 0000823601, 0000856162, 0000856168, 0000866283, 0000868319, 0000888905, 0000888906"
25,Q079,P.S. 79 - QUEENS,SCA CIP,C OF O/EXT MASONRY/TCU REMOVAL/PLAYGROUND/LOW VOLT,Scope,Complete,10/14/2015,08/10/2018,04/18/2018,360183,350032,344637.00,"DSF: 0000823601, 0000856162, 0000856168, 0000866283, 0000868319, 0000888905, 0000888906"
25,Q079,P.S. 79 - QUEENS,SCA Furniture & Equi,FY19 RESO A MOBILE SCIENCE LAB,F&E,PNS,PNS,PNS,PNS,200000,200000,0.00,DSF: 0000890281
28,Q080,P.S. 80 - QUEENS,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,300000,300000,0.00,DSF: 0000890282
28,Q080,P.S. 80 - QUEENS,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,34738,34738,0.00,DSF: 0000822542
28,Q080,P.S. 80 - QUEENS,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,128000,128000,0.00,DSF: 0000823476
28,Q080,P.S. 80 - QUEENS,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,"CM, F&E",In-Progress,08/13/2018,08/12/2019,,72000,24406,23193.00,DSF: 0000867367
28,Q080,P.S. 80 - QUEENS,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Construction,In-Progress,08/13/2018,08/12/2019,,1056000,719031,86189.00,DSF: 0000867367
28,Q080,P.S. 80 - QUEENS,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Design,Complete,02/26/2018,07/26/2018,05/18/2018,72000,56401,43287.00,DSF: 0000867367
28,Q080,P.S. 80 - QUEENS,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Scope,Complete,01/19/2018,04/19/2018,02/26/2018,0,15974,15974.00,DSF: 0000867367
28,Q080,P.S. 80 - QUEENS,SCA IEH,IEH PO18-CAFETERIA,Construction,In-Progress,03/20/2019,IEH,,IEH,4500,0.00,DSF: 0000056870
24,Q081,P.S. 81 - QUEENS,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,34735,34735,0.00,DSF: 0000822543
24,Q081,P.S. 81 - QUEENS,DOE - Skilled Trades,EMERGENCY GAS LINE REPAIR,Construction,Complete,03/07/2018,DOES,06/26/2018,DOES,63115,63115.00,DSF: 0000878785
24,Q081,P.S. 81 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,"CM, F&E",In-Progress,05/22/2018,11/12/2019,,116541,48109,29304.00,DSF: 0000844057
24,Q081,P.S. 81 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Construction,In-Progress,05/22/2018,11/12/2019,,1872982,1766786,835707.00,DSF: 0000844057
24,Q081,P.S. 81 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Design,Complete,10/05/2016,04/05/2017,03/13/2017,99892,240380,238100.00,DSF: 0000844057
24,Q081,P.S. 81 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Scope,Complete,06/29/2016,09/28/2016,09/16/2016,24973,84464,83531.00,DSF: 0000844057
28,Q082,P.S. 82 - QUEENS,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,69475,69475,0.00,DSF: 0000822544
28,Q082,P.S. 82 - QUEENS,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,100000,100000,0.00,DSF: 0000890283
28,Q082,P.S. 82 - QUEENS,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,79398,79398,0.00,DSF: 0000823153
28,Q082,P.S. 82 - QUEENS,SCA CIP,WATER PENETRATION/ROOFS/PARAPETS,"CM, F&E",In-Progress,03/26/2018,09/16/2019,,456721,195409,163226.00,"DSF: 0000844036, 0000856222, 0000866097"
28,Q082,P.S. 82 - QUEENS,SCA CIP,WATER PENETRATION/ROOFS/PARAPETS,Construction,In-Progress,03/26/2018,09/16/2019,,3922072,3747224,2306880.00,"DSF: 0000844036, 0000856222, 0000866097"
28,Q082,P.S. 82 - QUEENS,SCA CIP,WATER PENETRATION/ROOFS/PARAPETS,Design,Complete,04/28/2017,09/28/2017,11/15/2017,260720,438784,429037.00,"DSF: 0000844036, 0000856222, 0000866097"
28,Q082,P.S. 82 - QUEENS,SCA CIP,WATER PENETRATION/ROOFS/PARAPETS,Scope,Complete,07/08/2016,11/23/2016,01/27/2017,67873,167957,157809.00,"DSF: 0000844036, 0000856222, 0000866097"
28,Q082,P.S. 82 - QUEENS,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,105982,99982,99982.00,DSF: 0000868048
28,Q082,P.S. 82 - QUEENS,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,88000,88000,0.00,DSF: 0000868048
28,Q082,P.S. 82 - QUEENS,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,6000,6000,0.00,DSF: 0000868048
28,Q082,P.S. 82 - QUEENS,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,0,0.00,DSF: 0000868048
28,Q082,P.S. 82 - QUEENS,SCA IEH,IEH PO18-PRINCIPALS OFFICE,Construction,In-Progress,11/15/2018,IEH,,IEH,500,0.00,DSF: 0000054945
28,Q082,P.S. 82 - QUEENS,SCA IEH,IEH PO18- 3RD FLOOR OLD WING,Construction,Complete,01/18/2019,IEH,01/20/2019,IEH,15965,0.00,DSF: 0000055925
30,Q084,P.S. 84 - QUEENS,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,34738,34738,0.00,DSF: 0000822545
30,Q084,P.S. 84 - QUEENS,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,34738,34738,0.00,DSF: 0000823481
30,Q084,P.S. 84 - QUEENS,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,73656,73656,0.00,DSF: 0000823064
30,Q084,P.S. 84 - QUEENS,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,50000,50000,0.00,DSF: 0000890284
30,Q084,P.S. 84 - QUEENS,DIIT - RESOA,FY18 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,50000,50000,0.00,DSF: 0000867830
30,Q084,P.S. 84 - QUEENS,DOE- RESOA,FY18 RESO A SCIENCE LAB UPGRADES,Construction,In-Progress,07/16/2018,DOER,,160000,131372,131372.00,DSF: 0000867377
30,Q084,P.S. 84 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,"CM, F&E",In-Progress,06/18/2018,04/13/2019,,161633,140357,98836.00,DSF: 0000867054
30,Q084,P.S. 84 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Construction,In-Progress,06/18/2018,04/13/2019,,237618,225271,132279.00,DSF: 0000867054
30,Q084,P.S. 84 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,Complete,10/23/2017,04/20/2018,02/28/2018,22436,13104,12900.00,DSF: 0000867054
30,Q084,P.S. 84 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,Complete,09/19/2017,01/23/2018,10/23/2017,6119,3225,3225.00,DSF: 0000867054
30,Q084,P.S. 84 - QUEENS,Trust For Public Lan,FY19 RESO A PLAYGROUND UPGRADES,Construction,PNS,PNS,PNS,PNS,500000,0,0.00,DSF: 0000890685
30,Q085,P.S. 85 - QUEENS,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,In-Progress,02/26/2019,DIIR,,50000,50000,49621.00,DSF: 0000890285
30,Q085,P.S. 85 - QUEENS,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,750000,750000,0.00,DSF: 0000890686
30,Q085,P.S. 85 - QUEENS,DOE- RESOA,FY19 RESO A HYDROPONIC LAB,Construction,PNS,PNS,PNS,PNS,160000,0,0.00,DSF: 0000890869
30,Q085,P.S. 85 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,04/10/2018,DOES,,DOES,262584,262584.00,DSF: 0000834339
30,Q085,P.S. 85 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,"CM, F&E",In-Progress,06/18/2018,04/13/2019,,144559,132997,93005.00,DSF: 0000867064
30,Q085,P.S. 85 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Construction,In-Progress,06/18/2018,04/13/2019,,193647,180154,126986.00,DSF: 0000867064
30,Q085,P.S. 85 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,Complete,10/25/2017,04/24/2018,02/14/2018,18284,12024,11996.00,DSF: 0000867064
30,Q085,P.S. 85 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,Complete,09/15/2017,01/19/2018,10/25/2017,4987,2983,2983.00,DSF: 0000867064
30,Q085,P.S. 85 - QUEENS,SCA IEH,IEH PO18-KITCHEN STORAGE ROOM,Construction,In-Progress,06/21/2018,IEH,,IEH,500,0.00,DSF: 0000052385
28,Q086,P.S. 86 - QUEENS,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,In-Progress,03/12/2019,DIIR,,150000,150000,148871.00,DSF: 0000890286
28,Q086,P.S. 86 - QUEENS,DIIT - RESOA,FY15 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,55431,55431,0.00,DSF: 0000800805
28,Q086,P.S. 86 - QUEENS,SCA CIP,LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"CM, F&E",PNS,PNS,PNS,PNS,6000,6000,0.00,DSF: 0000912329
28,Q086,P.S. 86 - QUEENS,SCA CIP,ELECTRICAL WORL FOR A/C INITIATIVE,"CM, F&E",PNS,PNS,PNS,PNS,175185,175185,0.00,DSF: 0000911970
28,Q086,P.S. 86 - QUEENS,SCA CIP,LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Construction,PNS,PNS,PNS,PNS,25889,25889,0.00,DSF: 0000912329
28,Q086,P.S. 86 - QUEENS,SCA CIP,ELECTRICAL WORL FOR A/C INITIATIVE,Construction,PNS,PNS,PNS,PNS,945184,945184,0.00,DSF: 0000911970
28,Q086,P.S. 86 - QUEENS,SCA CIP,LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Design,In-Progress,02/26/2019,07/26/2019,,2444,2444,0.00,DSF: 0000912329
28,Q086,P.S. 86 - QUEENS,SCA CIP,ELECTRICAL WORL FOR A/C INITIATIVE,Design,PNS,PNS,PNS,PNS,73333,73333,2272.00,DSF: 0000911970
28,Q086,P.S. 86 - QUEENS,SCA CIP,LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Scope,Complete,02/25/2019,06/25/2019,02/26/2019,667,0,0.00,DSF: 0000912329
28,Q086,P.S. 86 - QUEENS,SCA CIP,ELECTRICAL WORL FOR A/C INITIATIVE,Scope,In-Progress,03/01/2019,07/01/2019,,16296,16296,568.00,DSF: 0000911970
24,Q087,P.S. 87 - QUEENS,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,34738,34738,0.00,DSF: 0000822554
24,Q087,P.S. 87 - QUEENS,DIIT - RESOA,FY09 RESO A IP SURVEILLANCE CAMERA,Purch & Install,PNS,PNS,PNS,PNS,264189,264189,0.00,DSF: 0000623130
24,Q087,P.S. 87 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,70000,70000,0.00,DSF: 0000845081
24,Q087,P.S. 87 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,151505,151505,0.00,DSF: 0000845088
24,Q087,P.S. 87 - QUEENS,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,69470,69470,0.00,DSF: 0000823081
24,Q087,P.S. 87 - QUEENS,SCA CIP RESOA,FY19 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,120000,120000,1430.00,DSF: 0000890687
24,Q087,P.S. 87 - QUEENS,SCA CIP RESOA,FY19 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE,Construction,PNS,PNS,PNS,PNS,1760000,1760000,0.00,DSF: 0000890687
24,Q087,P.S. 87 - QUEENS,SCA CIP RESOA,FY19 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE,Design,PNS,PNS,PNS,PNS,120000,97265,623.00,DSF: 0000890687
24,Q087,P.S. 87 - QUEENS,SCA CIP RESOA,FY19 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE,Scope,In-Progress,12/06/2018,04/10/2019,,0,22735,156.00,DSF: 0000890687
24,Q088,P.S. 88 - QUEENS,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,100000,100000,0.00,DSF: 0000890287
24,Q088,P.S. 88 - QUEENS,DIIT - RESOA,FY18 RESO A TECHNOLOGY,Purch & Install,Complete,05/18/2018,DIIR,10/10/2018,79396,79396,79396.00,DSF: 0000867761
24,Q088,P.S. 88 - QUEENS,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,69472,69472,0.00,DSF: 0000823082
24,Q088,P.S. 88 - QUEENS,DOE- RESOA,FY18 RESO A TOILETS-STUDENTS,Construction,In-Progress,11/30/2017,DOER,,100000,100187,100187.00,DSF: 0000867393
24,Q088,P.S. 88 - QUEENS,DOE - Skilled Trades,HVAC COOLING SYSTEM REPLACEMENT,Construction,In-Progress,08/21/2018,DOES,,DOES,1022119,1022119.00,DSF: 0000878897
24,Q088,P.S. 88 - QUEENS,Fast Track Projects,LSP DOMESTIC WATER PRESSURE PUMP REPLACEMENT,Construction,In-Progress,01/25/2018,FTK,,FTK,123314,102247.00,DSF: 0000867103
24,Q088,P.S. 88 - QUEENS,SCA CIP,FIRE ALARM SYSTEM REPLACEMENT,"CM, F&E",PNS,PNS,PNS,PNS,236736,24359,24359.00,DSF: 0000878883
24,Q088,P.S. 88 - QUEENS,SCA CIP,FIRE ALARM SYSTEM REPLACEMENT,Construction,PNS,PNS,PNS,PNS,1021472,886150,9350.00,DSF: 0000878883
24,Q088,P.S. 88 - QUEENS,SCA CIP,FIRE ALARM SYSTEM REPLACEMENT,Design,Complete,04/25/2018,10/26/2018,08/27/2018,96448,59199,13430.00,DSF: 0000878883
24,Q088,P.S. 88 - QUEENS,SCA CIP,FIRE ALARM SYSTEM REPLACEMENT,Scope,Complete,02/06/2018,05/07/2018,03/23/2018,26304,22475,3358.00,DSF: 0000878883
24,Q088,P.S. 88 - QUEENS,SCA CIP RESOA,FY19 RESO A SUPPLEMENTAL COOLING,"CM, F&E",PNS,PNS,PNS,PNS,7800,7800,1895.00,DSF: 0000890870
24,Q088,P.S. 88 - QUEENS,SCA CIP RESOA,FY19 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,114400,114400,2228.00,DSF: 0000890870
24,Q088,P.S. 88 - QUEENS,SCA CIP RESOA,FY19 RESO A SUPPLEMENTAL COOLING,Design,PNS,PNS,PNS,PNS,7800,7159,2133.00,DSF: 0000890870
24,Q088,P.S. 88 - QUEENS,SCA CIP RESOA,FY19 RESO A SUPPLEMENTAL COOLING,Scope,Complete,10/11/2018,12/11/2018,12/11/2018,0,641,641.00,DSF: 0000890870
24,Q088,P.S. 88 - QUEENS,SCA IEH,"IEH PO18-ROOMS: 153,404,403 AND 406",Construction,Complete,07/19/2018,IEH,10/31/2018,IEH,156503,156503.00,DSF: 0000052685
24,Q088,P.S. 88 - QUEENS,SCA IEH,IEH PO18-VARIOUS,Construction,In-Progress,11/06/2018,IEH,,IEH,37663,0.00,DSF: 0000054725
24,Q088,P.S. 88 - QUEENS,SCA IEH,IEH PO18-ROOM 206,Construction,Complete,10/22/2018,IEH,12/08/2018,IEH,58997,0.00,DSF: 0000054387
